78;10:37;10:37;12;10:39;10:39;34;10:40;10:40;35;10:41;10:41;98;10:42;10:42;18;10:43;10:43;49;10:45;10:45;40;10:46;10:46;69;10:47;10:47;108;10:50;10:50;112;10:52;10:52;77;10:53;10:53;51;10:54;10:54;105;10:55;10:55;82;10:56;10:56;109;10:57;10:57;70;10:58;10:58;93;10:59;10:59;24;11:00;11:00;46;11:01;11:01;21;11:03;11:03;8;11:04;11:04;91;11:05;11:05;11;11:06;11:06;121;11:08;-1;;;;;;;;;;;;;;;
121;10:43;10:43;11;10:44;10:44;91;10:45;10:45;8;10:46;10:46;21;10:47;10:47;90;10:48;10:48;93;10:50;10:50;109;10:51;10:51;82;10:52;10:52;105;10:53;10:53;51;10:55;10:55;77;10:56;10:56;112;10:57;10:57;54;10:58;10:58;108;10:59;10:59;66;11:01;11:01;78;11:02;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;10:56;10:56;12;10:58;10:58;59;11:00;11:00;106;11:01;11:01;69;11:02;11:02;108;11:05;11:05;112;11:07;11:07;77;11:08;11:08;51;11:09;11:09;105;11:10;11:10;82;11:11;11:11;109;11:12;11:12;70;11:13;11:13;93;11:14;11:14;24;11:15;11:15;46;11:16;11:16;21;11:18;11:18;8;11:19;11:19;91;11:20;11:20;11;11:21;11:21;121;11:23;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;10:58;10:58;11;10:59;10:59;91;11:00;11:00;8;11:01;11:01;21;11:02;11:02;90;11:03;11:03;93;11:05;11:05;109;11:06;11:06;82;11:07;11:07;105;11:08;11:08;51;11:10;11:10;77;11:11;11:11;112;11:12;11:12;54;11:13;11:13;108;11:14;11:14;66;11:16;11:16;78;11:17;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;11:06;11:06;73;11:07;11:07;71;11:08;11:08;3;11:10;11:10;74;11:11;11:11;121;11:13;11:13;11;11:14;11:14;91;11:15;11:15;8;11:16;11:16;21;11:17;11:17;90;11:18;11:18;93;11:20;11:20;109;11:21;11:21;82;11:22;11:22;105;11:23;11:23;51;11:25;11:25;77;11:26;11:26;112;11:27;11:27;54;11:28;11:28;108;11:29;11:29;66;11:31;11:31;78;11:32;-1;;;;;;;;;;;;;;;;;;;;;;;;
78;11:07;11:07;12;11:09;11:09;34;11:10;11:10;35;11:11;11:11;98;11:12;11:12;18;11:13;11:13;49;11:15;11:15;40;11:16;11:16;69;11:17;11:17;108;11:20;11:20;112;11:22;11:22;77;11:23;11:23;51;11:24;11:24;105;11:25;11:25;82;11:26;11:26;109;11:27;11:27;70;11:28;11:28;93;11:29;11:29;24;11:30;11:30;46;11:31;11:31;21;11:33;11:33;8;11:34;11:34;91;11:35;11:35;11;11:36;11:36;119;11:38;11:38;42;11:39;11:39;122;11:40;-1;;;;;;;;;
78;11:26;11:26;12;11:28;11:28;59;11:30;11:30;106;11:31;11:31;69;11:32;11:32;108;11:35;11:35;112;11:37;11:37;77;11:38;11:38;51;11:39;11:39;105;11:40;11:40;82;11:41;11:41;109;11:42;11:42;70;11:43;11:43;93;11:44;11:44;24;11:45;11:45;46;11:46;11:46;21;11:48;11:48;8;11:49;11:49;91;11:50;11:50;11;11:51;11:51;121;11:53;11:53;74;11:54;11:54;3;11:55;11:55;71;11:57;11:57;73;11:58;11:58;72;11:59;-1;;;;;;;;;;;;
121;11:28;11:28;11;11:29;11:29;91;11:30;11:30;8;11:31;11:31;21;11:32;11:32;90;11:33;11:33;93;11:35;11:35;109;11:36;11:36;82;11:37;11:37;105;11:38;11:38;51;11:40;11:40;77;11:41;11:41;112;11:42;11:42;54;11:43;11:43;108;11:44;11:44;66;11:46;11:46;78;11:47;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;11:37;11:37;12;11:39;11:39;34;11:40;11:40;35;11:41;11:41;98;11:42;11:42;18;11:43;11:43;49;11:45;11:45;40;11:46;11:46;69;11:47;11:47;108;11:50;11:50;112;11:52;11:52;77;11:53;11:53;51;11:54;11:54;105;11:55;11:55;82;11:56;11:56;109;11:57;11:57;70;11:58;11:58;93;11:59;11:59;24;12:00;12:00;46;12:01;12:01;21;12:03;12:03;8;12:04;12:04;91;12:05;12:05;11;12:06;12:06;121;12:08;-1;;;;;;;;;;;;;;;
121;11:43;11:43;11;11:44;11:44;91;11:45;11:45;8;11:46;11:46;21;11:47;11:47;90;11:48;11:48;93;11:50;11:50;109;11:51;11:51;82;11:52;11:52;105;11:53;11:53;51;11:55;11:55;77;11:56;11:56;112;11:57;11:57;54;11:58;11:58;108;11:59;11:59;66;12:01;12:01;78;12:02;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
