6;16:25;16:25;66;16:26;16:26;107;16:28;16:28;123;16:30;16:30;2;16:31;16:31;94;16:32;16:32;111;16:33;16:33;5;16:34;16:34;1;16:35;16:35;61;16:37;16:37;37;16:39;16:39;76;16:41;16:41;71;16:44;16:44;73;16:45;16:45;72;16:46;16:46;83;16:48;16:48;33;16:49;16:49;31;16:50;16:50;32;16:51;16:51;30;16:52;16:52;116;16:54;-1;;;;;;;;;;;;;;;
117;16:39;16:39;116;16:40;16:40;30;16:42;16:42;32;16:43;16:43;31;16:44;16:44;33;16:45;16:45;83;16:46;16:46;72;16:48;16:48;73;16:49;16:49;71;16:50;16:50;76;16:53;16:53;37;16:55;16:55;61;16:57;16:57;1;16:59;16:59;5;17:00;17:00;111;17:02;17:02;95;17:03;17:03;2;17:04;17:04;123;17:06;17:06;107;17:08;17:08;66;17:10;17:10;78;17:11;-1;;;;;;;;;;;;
6;16:40;16:40;66;16:41;16:41;107;16:43;16:43;123;16:45;16:45;2;16:46;16:46;94;16:47;16:47;111;16:48;16:48;5;16:49;16:49;1;16:50;16:50;61;16:52;16:52;37;16:54;16:54;76;16:56;16:56;71;16:59;16:59;73;17:00;17:00;72;17:01;17:01;83;17:03;17:03;33;17:04;17:04;31;17:05;17:05;32;17:06;17:06;30;17:07;17:07;116;17:09;17:09;117;17:10;-1;;;;;;;;;;;;
26;16:50;16:50;27;16:51;16:51;29;16:52;16:52;115;16:54;16:54;116;16:55;16:55;30;16:57;16:57;32;16:58;16:58;31;16:59;16:59;33;17:00;17:00;83;17:01;17:01;72;17:03;17:03;73;17:04;17:04;71;17:05;17:05;76;17:08;17:08;37;17:10;17:10;61;17:12;17:12;1;17:14;17:14;5;17:15;17:15;111;17:17;17:17;95;17:18;17:18;2;17:19;17:19;123;17:21;17:21;107;17:23;17:23;66;17:25;17:25;78;17:26;-1;;;
6;16:55;16:55;66;16:56;16:56;107;16:58;16:58;123;17:00;17:00;2;17:01;17:01;94;17:02;17:02;111;17:03;17:03;5;17:04;17:04;1;17:05;17:05;61;17:07;17:07;37;17:09;17:09;76;17:11;17:11;71;17:14;17:14;73;17:15;17:15;72;17:16;17:16;83;17:18;17:18;33;17:19;17:19;31;17:20;17:20;32;17:21;17:21;30;17:22;17:22;116;17:24;-1;;;;;;;;;;;;;;;
117;17:09;17:09;116;17:10;17:10;30;17:12;17:12;32;17:13;17:13;31;17:14;17:14;33;17:15;17:15;83;17:16;17:16;72;17:18;17:18;73;17:19;17:19;71;17:20;17:20;76;17:23;17:23;37;17:25;17:25;61;17:27;17:27;1;17:29;17:29;5;17:30;17:30;111;17:32;17:32;95;17:33;17:33;2;17:34;17:34;123;17:36;17:36;107;17:38;17:38;66;17:40;17:40;78;17:41;-1;;;;;;;;;;;;
6;17:10;17:10;66;17:11;17:11;107;17:13;17:13;123;17:15;17:15;2;17:16;17:16;94;17:17;17:17;111;17:18;17:18;5;17:19;17:19;1;17:20;17:20;61;17:22;17:22;37;17:24;17:24;76;17:26;17:26;71;17:29;17:29;73;17:30;17:30;72;17:31;17:31;83;17:33;17:33;33;17:34;17:34;31;17:35;17:35;32;17:36;17:36;30;17:37;17:37;116;17:39;17:39;115;17:40;17:40;29;17:42;17:42;27;17:43;17:43;26;17:44;-1;;;
117;17:24;17:24;116;17:25;17:25;30;17:27;17:27;32;17:28;17:28;31;17:29;17:29;33;17:30;17:30;83;17:31;17:31;72;17:33;17:33;73;17:34;17:34;71;17:35;17:35;76;17:38;17:38;37;17:40;17:40;61;17:42;17:42;1;17:44;17:44;5;17:45;17:45;111;17:47;17:47;95;17:48;17:48;2;17:49;17:49;123;17:51;17:51;107;17:53;17:53;66;17:55;17:55;78;17:56;-1;;;;;;;;;;;;
6;17:25;17:25;66;17:26;17:26;107;17:28;17:28;123;17:30;17:30;2;17:31;17:31;94;17:32;17:32;111;17:33;17:33;5;17:34;17:34;1;17:35;17:35;61;17:37;17:37;37;17:39;17:39;76;17:41;17:41;71;17:44;17:44;73;17:45;17:45;72;17:46;17:46;83;17:48;17:48;33;17:49;17:49;31;17:50;17:50;32;17:51;17:51;30;17:52;17:52;116;17:54;-1;;;;;;;;;;;;;;;
117;17:39;17:39;116;17:40;17:40;30;17:42;17:42;32;17:43;17:43;31;17:44;17:44;33;17:45;17:45;83;17:46;17:46;72;17:48;17:48;73;17:49;17:49;71;17:50;17:50;76;17:53;17:53;37;17:55;17:55;61;17:57;17:57;1;17:59;17:59;5;18:00;18:00;111;18:02;18:02;95;18:03;18:03;2;18:04;18:04;123;18:06;18:06;107;18:08;18:08;66;18:10;18:10;78;18:11;-1;;;;;;;;;;;;
6;17:40;17:40;66;17:41;17:41;107;17:43;17:43;123;17:45;17:45;2;17:46;17:46;94;17:47;17:47;111;17:48;17:48;5;17:49;17:49;1;17:50;17:50;61;17:52;17:52;37;17:54;17:54;76;17:56;17:56;71;17:59;17:59;73;18:00;18:00;72;18:01;18:01;83;18:03;18:03;33;18:04;18:04;31;18:05;18:05;32;18:06;18:06;30;18:07;18:07;116;18:09;18:09;117;18:10;-1;;;;;;;;;;;;
26;17:50;17:50;27;17:51;17:51;29;17:52;17:52;115;17:54;17:54;116;17:55;17:55;30;17:57;17:57;32;17:58;17:58;31;17:59;17:59;33;18:00;18:00;83;18:01;18:01;72;18:03;18:03;73;18:04;18:04;71;18:05;18:05;76;18:08;18:08;37;18:10;18:10;61;18:12;18:12;1;18:14;18:14;5;18:15;18:15;111;18:17;18:17;95;18:18;18:18;2;18:19;18:19;123;18:21;18:21;107;18:23;18:23;66;18:25;18:25;78;18:26;-1;;;
6;17:55;17:55;66;17:56;17:56;107;17:58;17:58;123;18:00;18:00;2;18:01;18:01;94;18:02;18:02;111;18:03;18:03;5;18:04;18:04;1;18:05;18:05;61;18:07;18:07;37;18:09;18:09;76;18:11;18:11;71;18:14;18:14;73;18:15;18:15;72;18:16;18:16;83;18:18;18:18;33;18:19;18:19;31;18:20;18:20;32;18:21;18:21;30;18:22;18:22;116;18:24;-1;;;;;;;;;;;;;;;
117;18:09;18:09;116;18:10;18:10;30;18:12;18:12;32;18:13;18:13;31;18:14;18:14;33;18:15;18:15;83;18:16;18:16;72;18:18;18:18;73;18:19;18:19;71;18:20;18:20;76;18:23;18:23;37;18:25;18:25;61;18:27;18:27;1;18:29;18:29;5;18:30;18:30;111;18:32;18:32;95;18:33;18:33;2;18:34;18:34;123;18:36;18:36;107;18:38;18:38;66;18:40;18:40;78;18:41;-1;;;;;;;;;;;;
6;18:10;18:10;66;18:11;18:11;107;18:13;18:13;123;18:15;18:15;2;18:16;18:16;94;18:17;18:17;111;18:18;18:18;5;18:19;18:19;1;18:20;18:20;61;18:22;18:22;37;18:24;18:24;76;18:26;18:26;71;18:29;18:29;73;18:30;18:30;72;18:31;18:31;83;18:33;18:33;33;18:34;18:34;31;18:35;18:35;32;18:36;18:36;30;18:37;18:37;116;18:39;18:39;115;18:40;18:40;29;18:42;18:42;27;18:43;18:43;26;18:44;-1;;;
117;18:24;18:24;116;18:25;18:25;30;18:27;18:27;32;18:28;18:28;31;18:29;18:29;33;18:30;18:30;83;18:31;18:31;72;18:33;18:33;73;18:34;18:34;71;18:35;18:35;76;18:38;18:38;37;18:40;18:40;61;18:42;18:42;1;18:44;18:44;5;18:45;18:45;111;18:47;18:47;95;18:48;18:48;2;18:49;18:49;123;18:51;18:51;107;18:53;18:53;66;18:55;18:55;78;18:56;-1;;;;;;;;;;;;
6;18:25;18:25;66;18:26;18:26;107;18:28;18:28;123;18:30;18:30;2;18:31;18:31;94;18:32;18:32;111;18:33;18:33;5;18:34;18:34;1;18:35;18:35;61;18:37;18:37;37;18:39;18:39;76;18:41;18:41;71;18:44;18:44;73;18:45;18:45;72;18:46;18:46;83;18:48;18:48;33;18:49;18:49;31;18:50;18:50;32;18:51;18:51;30;18:52;18:52;116;18:54;-1;;;;;;;;;;;;;;;
6;18:40;18:40;66;18:41;18:41;107;18:43;18:43;123;18:45;18:45;2;18:46;18:46;94;18:47;18:47;111;18:48;18:48;5;18:49;18:49;1;18:50;18:50;61;18:52;18:52;37;18:54;18:54;76;18:56;18:56;71;18:59;18:59;73;19:00;19:00;72;19:01;19:01;83;19:03;19:03;33;19:04;19:04;31;19:05;19:05;32;19:06;19:06;30;19:07;19:07;116;19:09;19:09;117;19:10;-1;;;;;;;;;;;;
26;18:50;18:50;27;18:51;18:51;29;18:52;18:52;115;18:54;18:54;116;18:55;18:55;30;18:57;18:57;32;18:58;18:58;31;18:59;18:59;33;19:00;19:00;83;19:01;19:01;72;19:03;19:03;73;19:04;19:04;71;19:05;19:05;76;19:08;19:08;37;19:10;19:10;61;19:12;19:12;1;19:14;19:14;5;19:15;19:15;111;19:17;19:17;95;19:18;19:18;2;19:19;19:19;123;19:21;19:21;107;19:23;19:23;66;19:25;19:25;78;19:26;-1;;;
6;19:10;19:10;66;19:11;19:11;107;19:13;19:13;123;19:15;19:15;2;19:16;19:16;94;19:17;19:17;111;19:18;19:18;5;19:19;19:19;1;19:20;19:20;61;19:22;19:22;37;19:24;19:24;76;19:26;19:26;71;19:29;19:29;73;19:30;19:30;72;19:31;19:31;83;19:33;19:33;33;19:34;19:34;31;19:35;19:35;32;19:36;19:36;30;19:37;19:37;116;19:39;19:39;115;19:40;19:40;29;19:42;19:42;27;19:43;19:43;26;19:44;-1;;;
117;19:24;19:24;116;19:25;19:25;30;19:27;19:27;32;19:28;19:28;31;19:29;19:29;33;19:30;19:30;83;19:31;19:31;72;19:33;19:33;73;19:34;19:34;71;19:35;19:35;76;19:38;19:38;37;19:40;19:40;61;19:42;19:42;1;19:44;19:44;5;19:45;19:45;111;19:47;19:47;95;19:48;19:48;2;19:49;19:49;123;19:51;19:51;107;19:53;19:53;66;19:55;19:55;78;19:56;-1;;;;;;;;;;;;
