117;07:56;07:56;115;07:57;07:57;29;07:59;07:59;27;08:00;08:00;26;08:01;08:01;121;08:09;08:09;58;08:12;08:12;44;08:15;08:15;123;08:17;08:17;107;08:19;08:19;66;08:21;08:21;78;08:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;08:01;08:01;66;08:02;08:02;107;08:04;08:04;123;08:06;08:06;44;08:08;08:08;58;08:10;08:10;121;08:13;08:13;26;08:21;08:21;27;08:22;08:22;29;08:23;08:23;115;08:25;08:25;117;08:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;08:08;08:08;115;08:09;08:09;29;08:11;08:11;27;08:12;08:12;26;08:13;08:13;121;08:21;08:21;11;08:22;08:22;91;08:23;08:23;8;08:24;08:24;21;08:25;08:25;90;08:26;08:26;93;08:28;08:28;109;08:30;08:30;118;08:33;08:33;41;08:34;08:34;40;08:35;08:35;23;08:37;08:37;96;08:39;08:39;12;08:40;08:40;6;08:42;-1;;;;;;;;;;;;;;;;;;;;;;;;
117;08:26;08:26;115;08:27;08:27;29;08:29;08:29;27;08:30;08:30;26;08:31;08:31;121;08:39;08:39;58;08:42;08:42;44;08:45;08:45;123;08:47;08:47;107;08:49;08:49;66;08:51;08:51;78;08:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;08:31;08:31;66;08:32;08:32;107;08:34;08:34;123;08:36;08:36;44;08:38;08:38;58;08:40;08:40;121;08:43;08:43;26;08:51;08:51;27;08:52;08:52;29;08:53;08:53;115;08:55;08:55;117;08:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;08:56;08:56;115;08:57;08:57;29;08:59;08:59;27;09:00;09:00;26;09:01;09:01;121;09:09;09:09;58;09:12;09:12;44;09:15;09:15;123;09:17;09:17;107;09:19;09:19;66;09:21;09:21;78;09:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;09:01;09:01;66;09:02;09:02;107;09:04;09:04;123;09:06;09:06;44;09:08;09:08;58;09:10;09:10;121;09:13;09:13;26;09:21;09:21;27;09:22;09:22;29;09:23;09:23;115;09:25;09:25;117;09:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;09:26;09:26;115;09:27;09:27;29;09:29;09:29;27;09:30;09:30;26;09:31;09:31;121;09:39;09:39;58;09:42;09:42;44;09:45;09:45;123;09:47;09:47;107;09:49;09:49;66;09:51;09:51;78;09:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;09:31;09:31;66;09:32;09:32;107;09:34;09:34;123;09:36;09:36;44;09:38;09:38;58;09:40;09:40;121;09:43;09:43;26;09:51;09:51;27;09:52;09:52;29;09:53;09:53;115;09:55;09:55;117;09:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;09:56;09:56;115;09:57;09:57;29;09:59;09:59;27;10:00;10:00;26;10:01;10:01;121;10:09;10:09;58;10:12;10:12;44;10:15;10:15;123;10:17;10:17;107;10:19;10:19;66;10:21;10:21;78;10:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;10:01;10:01;66;10:02;10:02;107;10:04;10:04;123;10:06;10:06;44;10:08;10:08;58;10:10;10:10;121;10:13;10:13;26;10:21;10:21;27;10:22;10:22;29;10:23;10:23;115;10:25;10:25;117;10:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;10:26;10:26;115;10:27;10:27;29;10:29;10:29;27;10:30;10:30;26;10:31;10:31;121;10:39;10:39;58;10:42;10:42;44;10:45;10:45;123;10:47;10:47;107;10:49;10:49;66;10:51;10:51;78;10:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;10:31;10:31;66;10:32;10:32;107;10:34;10:34;123;10:36;10:36;44;10:38;10:38;58;10:40;10:40;121;10:43;10:43;26;10:51;10:51;27;10:52;10:52;29;10:53;10:53;115;10:55;10:55;117;10:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;10:56;10:56;115;10:57;10:57;29;10:59;10:59;27;11:00;11:00;26;11:01;11:01;121;11:09;11:09;58;11:12;11:12;44;11:15;11:15;123;11:17;11:17;107;11:19;11:19;66;11:21;11:21;78;11:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;11:01;11:01;66;11:02;11:02;107;11:04;11:04;123;11:06;11:06;44;11:08;11:08;58;11:10;11:10;121;11:13;11:13;26;11:21;11:21;27;11:22;11:22;29;11:23;11:23;115;11:25;11:25;117;11:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;11:26;11:26;115;11:27;11:27;29;11:29;11:29;27;11:30;11:30;26;11:31;11:31;121;11:39;11:39;58;11:42;11:42;44;11:45;11:45;123;11:47;11:47;107;11:49;11:49;66;11:51;11:51;78;11:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;11:31;11:31;66;11:32;11:32;107;11:34;11:34;123;11:36;11:36;44;11:38;11:38;58;11:40;11:40;121;11:43;11:43;26;11:51;11:51;27;11:52;11:52;29;11:53;11:53;115;11:55;11:55;117;11:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;11:56;11:56;115;11:57;11:57;29;11:59;11:59;27;12:00;12:00;26;12:01;12:01;121;12:09;12:09;58;12:12;12:12;44;12:15;12:15;123;12:17;12:17;107;12:19;12:19;66;12:21;12:21;78;12:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;12:01;12:01;66;12:02;12:02;107;12:04;12:04;123;12:06;12:06;44;12:08;12:08;58;12:10;12:10;121;12:13;12:13;26;12:21;12:21;27;12:22;12:22;29;12:23;12:23;115;12:25;12:25;117;12:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;12:26;12:26;115;12:27;12:27;29;12:29;12:29;27;12:30;12:30;26;12:31;12:31;121;12:39;12:39;58;12:42;12:42;44;12:45;12:45;123;12:47;12:47;107;12:49;12:49;66;12:51;12:51;78;12:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;12:31;12:31;66;12:32;12:32;107;12:34;12:34;123;12:36;12:36;44;12:38;12:38;58;12:40;12:40;121;12:43;12:43;26;12:51;12:51;27;12:52;12:52;29;12:53;12:53;115;12:55;12:55;117;12:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;12:56;12:56;115;12:57;12:57;29;12:59;12:59;27;13:00;13:00;26;13:01;13:01;121;13:09;13:09;58;13:12;13:12;44;13:15;13:15;123;13:17;13:17;107;13:19;13:19;66;13:21;13:21;78;13:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;13:06;13:06;66;13:07;13:07;107;13:09;13:09;123;13:11;13:11;44;13:13;13:13;58;13:15;13:15;121;13:18;13:18;26;13:26;13:26;27;13:27;13:27;29;13:28;13:28;115;13:30;13:30;117;13:31;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;13:31;13:31;115;13:32;13:32;29;13:34;13:34;27;13:35;13:35;26;13:36;13:36;121;13:44;13:44;58;13:47;13:47;44;13:50;13:50;123;13:52;13:52;107;13:54;13:54;66;13:56;13:56;78;13:57;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;13:31;13:31;66;13:32;13:32;107;13:34;13:34;123;13:36;13:36;44;13:38;13:38;58;13:40;13:40;121;13:43;13:43;26;13:51;13:51;27;13:52;13:52;29;13:53;13:53;115;13:55;13:55;117;13:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;13:56;13:56;115;13:57;13:57;29;13:59;13:59;27;14:00;14:00;26;14:01;14:01;121;14:09;14:09;58;14:12;14:12;44;14:15;14:15;123;14:17;14:17;107;14:19;14:19;66;14:21;14:21;78;14:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;14:01;14:01;66;14:02;14:02;107;14:04;14:04;123;14:06;14:06;44;14:08;14:08;58;14:10;14:10;121;14:13;14:13;26;14:21;14:21;27;14:22;14:22;29;14:23;14:23;115;14:25;14:25;117;14:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;14:26;14:26;115;14:27;14:27;29;14:29;14:29;27;14:30;14:30;26;14:31;14:31;121;14:39;14:39;58;14:42;14:42;44;14:45;14:45;123;14:47;14:47;107;14:49;14:49;66;14:51;14:51;78;14:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;14:31;14:31;66;14:32;14:32;107;14:34;14:34;123;14:36;14:36;44;14:38;14:38;58;14:40;14:40;121;14:43;14:43;26;14:51;14:51;27;14:52;14:52;29;14:53;14:53;115;14:55;14:55;117;14:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;14:56;14:56;115;14:57;14:57;29;14:59;14:59;27;15:00;15:00;26;15:01;15:01;121;15:09;15:09;58;15:12;15:12;44;15:15;15:15;123;15:17;15:17;107;15:19;15:19;66;15:21;15:21;78;15:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;15:01;15:01;66;15:02;15:02;107;15:04;15:04;123;15:06;15:06;44;15:08;15:08;58;15:10;15:10;121;15:13;15:13;26;15:21;15:21;27;15:22;15:22;29;15:23;15:23;115;15:25;15:25;117;15:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;15:26;15:26;115;15:27;15:27;29;15:29;15:29;27;15:30;15:30;26;15:31;15:31;121;15:39;15:39;58;15:42;15:42;44;15:45;15:45;123;15:47;15:47;107;15:49;15:49;66;15:51;15:51;78;15:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;15:41;15:41;66;15:42;15:42;107;15:44;15:44;123;15:46;15:46;44;15:48;15:48;58;15:50;15:50;121;15:53;15:53;26;16:01;16:01;27;16:02;16:02;29;16:03;16:03;115;16:05;16:05;117;16:06;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;16:04;16:04;66;16:05;16:05;108;16:07;16:07;112;16:09;16:09;77;16:10;16:10;51;16:11;16:11;105;16:12;16:12;82;16:13;16:13;109;16:14;16:14;70;16:15;16:15;93;16:16;16:16;24;16:17;16:17;46;16:18;16:18;21;16:20;16:20;8;16:21;16:21;91;16:22;16:22;11;16:23;16:23;121;16:25;16:25;26;16:33;16:33;27;16:34;16:34;29;16:35;16:35;115;16:37;16:37;117;16:38;-1;;;;;;;;;;;;;;;
117;16:06;16:06;115;16:07;16:07;29;16:09;16:09;27;16:10;16:10;26;16:11;16:11;121;16:19;16:19;58;16:22;16:22;44;16:25;16:25;123;16:27;16:27;107;16:29;16:29;66;16:31;16:31;78;16:32;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;16:31;16:31;66;16:32;16:32;107;16:34;16:34;123;16:36;16:36;44;16:38;16:38;58;16:40;16:40;121;16:43;16:43;26;16:51;16:51;27;16:52;16:52;29;16:53;16:53;115;16:55;16:55;117;16:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;16:38;16:38;115;16:39;16:39;29;16:41;16:41;27;16:42;16:42;26;16:43;16:43;121;16:51;16:51;58;16:54;16:54;44;16:57;16:57;123;16:59;16:59;107;17:01;17:01;66;17:03;17:03;78;17:04;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;16:48;16:48;66;16:49;16:49;108;16:51;16:51;112;16:53;16:53;77;16:54;16:54;51;16:55;16:55;105;16:56;16:56;82;16:57;16:57;109;16:58;16:58;70;16:59;16:59;93;17:00;17:00;24;17:01;17:01;46;17:02;17:02;21;17:04;17:04;8;17:05;17:05;91;17:06;17:06;11;17:07;17:07;121;17:09;17:09;26;17:17;17:17;27;17:18;17:18;29;17:19;17:19;115;17:21;17:21;117;17:22;-1;;;;;;;;;;;;;;;
117;16:56;16:56;115;16:57;16:57;29;16:59;16:59;27;17:00;17:00;26;17:01;17:01;121;17:09;17:09;58;17:12;17:12;44;17:15;17:15;123;17:17;17:17;107;17:19;17:19;66;17:21;17:21;78;17:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;17:01;17:01;66;17:02;17:02;107;17:04;17:04;123;17:06;17:06;44;17:08;17:08;58;17:10;17:10;121;17:13;17:13;26;17:21;17:21;27;17:22;17:22;29;17:23;17:23;115;17:25;17:25;117;17:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;17:26;17:26;115;17:27;17:27;29;17:29;17:29;27;17:30;17:30;26;17:31;17:31;121;17:39;17:39;58;17:42;17:42;44;17:45;17:45;123;17:47;17:47;107;17:49;17:49;66;17:51;17:51;78;17:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;17:31;17:31;66;17:32;17:32;107;17:34;17:34;123;17:36;17:36;44;17:38;17:38;58;17:40;17:40;121;17:43;17:43;26;17:51;17:51;27;17:52;17:52;29;17:53;17:53;115;17:55;17:55;117;17:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;17:48;17:48;66;17:49;17:49;108;17:51;17:51;112;17:53;17:53;77;17:54;17:54;51;17:55;17:55;105;17:56;17:56;82;17:57;17:57;109;17:58;17:58;70;17:59;17:59;93;18:00;18:00;24;18:01;18:01;46;18:02;18:02;21;18:04;18:04;8;18:05;18:05;91;18:06;18:06;11;18:07;18:07;121;18:09;18:09;26;18:17;18:17;27;18:18;18:18;29;18:19;18:19;115;18:21;18:21;117;18:22;-1;;;;;;;;;;;;;;;
117;17:56;17:56;115;17:57;17:57;29;17:59;17:59;27;18:00;18:00;26;18:01;18:01;121;18:09;18:09;58;18:12;18:12;44;18:15;18:15;123;18:17;18:17;107;18:19;18:19;66;18:21;18:21;78;18:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;18:01;18:01;66;18:02;18:02;107;18:04;18:04;123;18:06;18:06;44;18:08;18:08;58;18:10;18:10;121;18:13;18:13;26;18:21;18:21;27;18:22;18:22;29;18:23;18:23;115;18:25;18:25;117;18:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;18:26;18:26;115;18:27;18:27;29;18:29;18:29;27;18:30;18:30;26;18:31;18:31;121;18:39;18:39;58;18:42;18:42;44;18:45;18:45;123;18:47;18:47;107;18:49;18:49;66;18:51;18:51;78;18:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;18:31;18:31;66;18:32;18:32;107;18:34;18:34;123;18:36;18:36;44;18:38;18:38;58;18:40;18:40;121;18:43;18:43;26;18:51;18:51;27;18:52;18:52;29;18:53;18:53;115;18:55;18:55;117;18:56;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;18:56;18:56;115;18:57;18:57;29;18:59;18:59;27;19:00;19:00;26;19:01;19:01;121;19:09;19:09;58;19:12;19:12;44;19:15;19:15;123;19:17;19:17;107;19:19;19:19;66;19:21;19:21;78;19:22;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;19:01;19:01;66;19:02;19:02;107;19:04;19:04;123;19:06;19:06;44;19:08;19:08;58;19:10;19:10;121;19:13;19:13;26;19:21;19:21;27;19:22;19:22;29;19:23;19:23;115;19:25;19:25;117;19:26;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;19:26;19:26;115;19:27;19:27;29;19:29;19:29;27;19:30;19:30;26;19:31;19:31;121;19:39;19:39;58;19:42;19:42;44;19:45;19:45;123;19:47;19:47;107;19:49;19:49;66;19:51;19:51;78;19:52;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
