6;10:33;10:33;66;10:34;10:34;107;10:36;10:36;123;10:38;10:38;2;10:39;10:39;94;10:40;10:40;111;10:41;10:41;102;10:43;10:43;103;10:44;10:44;60;10:45;10:45;113;10:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;10:43;10:43;60;10:45;10:45;103;10:46;10:46;102;10:47;10:47;111;10:49;10:49;95;10:50;10:50;2;10:51;10:51;123;10:53;10:53;107;10:55;10:55;97;10:57;10:57;23;10:58;10:58;96;11:00;11:00;12;11:01;11:01;6;11:03;-1;;;;;;;;;;;;;;;
6;10:48;10:48;66;10:49;10:49;107;10:51;10:51;123;10:53;10:53;45;10:55;10:55;68;10:56;10:56;60;10:57;10:57;113;11:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;10:57;10:57;60;10:59;10:59;68;11:00;11:00;45;11:01;11:01;123;11:03;11:03;107;11:05;11:05;97;11:07;11:07;40;11:08;11:08;49;11:09;11:09;18;11:11;11:11;98;11:12;11:12;35;11:13;11:13;34;11:14;11:14;96;11:15;11:15;12;11:16;11:16;6;11:18;-1;;;;;;;;;
6;11:03;11:03;66;11:04;11:04;107;11:06;11:06;123;11:08;11:08;2;11:09;11:09;94;11:10;11:10;111;11:11;11:11;102;11:13;11:13;103;11:14;11:14;60;11:15;11:15;113;11:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;11:13;11:13;60;11:15;11:15;103;11:16;11:16;102;11:17;11:17;111;11:19;11:19;95;11:20;11:20;2;11:21;11:21;123;11:23;11:23;107;11:25;11:25;97;11:27;11:27;23;11:28;11:28;96;11:30;11:30;12;11:31;11:31;6;11:33;-1;;;;;;;;;;;;;;;
6;11:18;11:18;66;11:19;11:19;107;11:21;11:21;123;11:23;11:23;45;11:25;11:25;68;11:26;11:26;60;11:27;11:27;113;11:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;11:27;11:27;60;11:29;11:29;68;11:30;11:30;45;11:31;11:31;123;11:33;11:33;107;11:35;11:35;97;11:37;11:37;40;11:38;11:38;49;11:39;11:39;18;11:41;11:41;98;11:42;11:42;35;11:43;11:43;34;11:44;11:44;96;11:45;11:45;12;11:46;11:46;6;11:48;-1;;;;;;;;;
6;11:33;11:33;66;11:34;11:34;107;11:36;11:36;123;11:38;11:38;2;11:39;11:39;94;11:40;11:40;111;11:41;11:41;102;11:43;11:43;103;11:44;11:44;60;11:45;11:45;113;11:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;11:43;11:43;60;11:45;11:45;103;11:46;11:46;102;11:47;11:47;111;11:49;11:49;95;11:50;11:50;2;11:51;11:51;123;11:53;11:53;107;11:55;11:55;97;11:57;11:57;23;11:58;11:58;96;12:00;12:00;12;12:01;12:01;6;12:03;-1;;;;;;;;;;;;;;;
6;11:48;11:48;66;11:49;11:49;107;11:51;11:51;123;11:53;11:53;45;11:55;11:55;68;11:56;11:56;60;11:57;11:57;113;12:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;11:50;11:50;123;11:52;11:52;45;11:54;11:54;68;11:55;11:55;60;11:56;11:56;113;11:59;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;11:57;11:57;60;11:59;11:59;68;12:00;12:00;45;12:01;12:01;123;12:03;12:03;107;12:05;12:05;97;12:07;12:07;40;12:08;12:08;49;12:09;12:09;18;12:11;12:11;98;12:12;12:12;35;12:13;12:13;34;12:14;12:14;96;12:15;12:15;12;12:16;12:16;6;12:18;-1;;;;;;;;;
6;12:03;12:03;66;12:04;12:04;107;12:06;12:06;123;12:08;12:08;2;12:09;12:09;94;12:10;12:10;111;12:11;12:11;102;12:13;12:13;103;12:14;12:14;60;12:15;12:15;113;12:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;12:13;12:13;60;12:15;12:15;103;12:16;12:16;102;12:17;12:17;111;12:19;12:19;95;12:20;12:20;2;12:21;12:21;123;12:23;12:23;107;12:25;12:25;97;12:27;12:27;23;12:28;12:28;96;12:30;12:30;12;12:31;12:31;6;12:33;-1;;;;;;;;;;;;;;;
6;12:18;12:18;66;12:19;12:19;107;12:21;12:21;123;12:23;12:23;45;12:25;12:25;68;12:26;12:26;60;12:27;12:27;113;12:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;12:27;12:27;60;12:29;12:29;68;12:30;12:30;45;12:31;12:31;123;12:33;12:33;107;12:35;12:35;97;12:37;12:37;40;12:38;12:38;49;12:39;12:39;18;12:41;12:41;98;12:42;12:42;35;12:43;12:43;34;12:44;12:44;96;12:45;12:45;12;12:46;12:46;6;12:48;-1;;;;;;;;;
6;12:33;12:33;66;12:34;12:34;107;12:36;12:36;123;12:38;12:38;2;12:39;12:39;94;12:40;12:40;111;12:41;12:41;102;12:43;12:43;103;12:44;12:44;60;12:45;12:45;113;12:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;12:43;12:43;60;12:45;12:45;103;12:46;12:46;102;12:47;12:47;111;12:49;12:49;95;12:50;12:50;2;12:51;12:51;123;12:53;12:53;107;12:55;12:55;97;12:57;12:57;23;12:58;12:58;96;13:00;13:00;12;13:01;13:01;6;13:03;-1;;;;;;;;;;;;;;;
6;12:48;12:48;66;12:49;12:49;107;12:51;12:51;123;12:53;12:53;45;12:55;12:55;68;12:56;12:56;60;12:57;12:57;113;13:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;12:57;12:57;60;12:59;12:59;68;13:00;13:00;45;13:01;13:01;123;13:03;13:03;107;13:05;13:05;97;13:07;13:07;40;13:08;13:08;49;13:09;13:09;18;13:11;13:11;98;13:12;13:12;35;13:13;13:13;34;13:14;13:14;96;13:15;13:15;12;13:16;13:16;6;13:18;-1;;;;;;;;;
6;13:03;13:03;66;13:04;13:04;107;13:06;13:06;123;13:08;13:08;2;13:09;13:09;94;13:10;13:10;111;13:11;13:11;102;13:13;13:13;103;13:14;13:14;60;13:15;13:15;113;13:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;13:13;13:13;60;13:15;13:15;103;13:16;13:16;102;13:17;13:17;111;13:19;13:19;95;13:20;13:20;2;13:21;13:21;123;13:23;13:23;107;13:25;13:25;97;13:27;13:27;23;13:28;13:28;96;13:30;13:30;12;13:31;13:31;6;13:33;-1;;;;;;;;;;;;;;;
6;13:18;13:18;66;13:19;13:19;107;13:21;13:21;123;13:23;13:23;45;13:25;13:25;68;13:26;13:26;60;13:27;13:27;113;13:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;13:27;13:27;60;13:29;13:29;68;13:30;13:30;45;13:31;13:31;123;13:33;13:33;107;13:35;13:35;97;13:37;13:37;40;13:38;13:38;49;13:39;13:39;18;13:41;13:41;98;13:42;13:42;35;13:43;13:43;34;13:44;13:44;96;13:45;13:45;12;13:46;13:46;6;13:48;-1;;;;;;;;;
6;13:33;13:33;66;13:34;13:34;107;13:36;13:36;123;13:38;13:38;2;13:39;13:39;94;13:40;13:40;111;13:41;13:41;102;13:43;13:43;103;13:44;13:44;60;13:45;13:45;113;13:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;13:43;13:43;60;13:45;13:45;103;13:46;13:46;102;13:47;13:47;111;13:49;13:49;95;13:50;13:50;2;13:51;13:51;123;13:53;13:53;107;13:55;13:55;97;13:57;13:57;23;13:58;13:58;96;14:00;14:00;12;14:01;14:01;6;14:03;-1;;;;;;;;;;;;;;;
6;13:48;13:48;66;13:49;13:49;107;13:51;13:51;123;13:53;13:53;45;13:55;13:55;68;13:56;13:56;60;13:57;13:57;113;14:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;13:57;13:57;60;13:59;13:59;68;14:00;14:00;45;14:01;14:01;123;14:03;14:03;107;14:05;14:05;97;14:07;14:07;40;14:08;14:08;49;14:09;14:09;18;14:11;14:11;98;14:12;14:12;35;14:13;14:13;34;14:14;14:14;96;14:15;14:15;12;14:16;14:16;6;14:18;-1;;;;;;;;;
6;14:03;14:03;66;14:04;14:04;107;14:06;14:06;123;14:08;14:08;2;14:09;14:09;94;14:10;14:10;111;14:11;14:11;102;14:13;14:13;103;14:14;14:14;60;14:15;14:15;113;14:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;14:13;14:13;60;14:15;14:15;103;14:16;14:16;102;14:17;14:17;111;14:19;14:19;95;14:20;14:20;2;14:21;14:21;123;14:23;14:23;107;14:25;14:25;97;14:27;14:27;23;14:28;14:28;96;14:30;14:30;12;14:31;14:31;6;14:33;-1;;;;;;;;;;;;;;;
6;14:18;14:18;66;14:19;14:19;107;14:21;14:21;123;14:23;14:23;45;14:25;14:25;68;14:26;14:26;60;14:27;14:27;113;14:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;14:27;14:27;60;14:29;14:29;68;14:30;14:30;45;14:31;14:31;123;14:33;14:33;107;14:35;14:35;97;14:37;14:37;40;14:38;14:38;49;14:39;14:39;18;14:41;14:41;98;14:42;14:42;35;14:43;14:43;34;14:44;14:44;96;14:45;14:45;12;14:46;14:46;6;14:48;-1;;;;;;;;;
6;14:33;14:33;66;14:34;14:34;107;14:36;14:36;123;14:38;14:38;2;14:39;14:39;94;14:40;14:40;111;14:41;14:41;102;14:43;14:43;103;14:44;14:44;60;14:45;14:45;113;14:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;14:43;14:43;60;14:45;14:45;103;14:46;14:46;102;14:47;14:47;111;14:49;14:49;95;14:50;14:50;2;14:51;14:51;123;14:53;14:53;107;14:55;14:55;97;14:57;14:57;23;14:58;14:58;96;15:00;15:00;12;15:01;15:01;6;15:03;-1;;;;;;;;;;;;;;;
6;14:48;14:48;66;14:49;14:49;107;14:51;14:51;123;14:53;14:53;45;14:55;14:55;68;14:56;14:56;60;14:57;14:57;113;15:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;14:57;14:57;60;14:59;14:59;68;15:00;15:00;45;15:01;15:01;123;15:03;15:03;107;15:05;15:05;97;15:07;15:07;40;15:08;15:08;49;15:09;15:09;18;15:11;15:11;98;15:12;15:12;35;15:13;15:13;34;15:14;15:14;96;15:15;15:15;12;15:16;15:16;6;15:18;-1;;;;;;;;;
