20;20:13;20:13;53;20:14;20:14;99;20:15;20:15;48;20:16;20:16;100;20:17;20:17;52;20:18;20:18;11;20:19;20:19;62;20:20;20:20;56;20:21;20:21;88;20:23;20:23;39;20:24;20:24;47;20:25;20:25;110;20:26;20:26;44;20:27;20:27;9;20:28;20:28;123;20:29;20:29;107;20:31;20:31;66;20:32;20:32;78;20:33;-1
97;20:57;20:57;23;20:58;20:58;96;20:59;20:59;12;21:00;21:00;6;21:01;21:03;66;21:04;21:04;107;21:05;21:06;123;21:07;21:08;9;21:09;21:09;44;21:10;21:10;110;21:11;21:11;47;21:12;21:12;20;21:13;-1;;;;;;;;;;;;;;;;;;
20;21:13;21:13;53;21:14;21:14;99;21:15;21:15;48;21:16;21:16;100;21:17;21:17;52;21:18;21:18;11;21:19;21:19;62;21:20;21:20;56;21:21;21:21;88;21:23;21:23;39;21:24;21:24;47;21:25;21:25;110;21:26;21:26;44;21:27;21:27;9;21:28;21:28;123;21:29;21:29;107;21:31;21:31;66;21:32;21:32;78;21:33;-1
97;21:57;21:57;23;21:58;21:58;96;21:59;21:59;12;22:00;22:00;6;22:01;22:03;66;22:04;22:04;107;22:05;22:06;123;22:07;22:08;9;22:09;22:09;44;22:10;22:10;110;22:11;22:11;47;22:12;22:12;20;22:13;-1;;;;;;;;;;;;;;;;;;
20;22:13;22:13;53;22:14;22:14;99;22:15;22:15;48;22:16;22:16;100;22:17;22:17;52;22:18;22:18;11;22:19;22:19;62;22:20;22:20;56;22:21;22:21;88;22:23;22:23;39;22:24;22:24;47;22:25;22:25;110;22:26;22:26;44;22:27;22:27;9;22:28;22:28;123;22:29;22:29;107;22:31;22:31;66;22:32;22:32;78;22:33;-1
97;22:57;22:57;23;22:58;22:58;96;22:59;22:59;12;23:00;23:00;6;23:01;23:03;66;23:04;23:04;107;23:05;23:06;123;23:07;23:08;9;23:09;23:09;44;23:10;23:10;110;23:11;23:11;47;23:12;23:12;20;23:13;-1;;;;;;;;;;;;;;;;;;
20;23:13;23:13;53;23:14;23:14;99;23:15;23:15;48;23:16;23:16;100;23:17;23:17;52;23:18;23:18;11;23:19;23:19;62;23:20;23:20;56;23:21;23:21;88;23:23;23:23;39;23:24;23:24;47;23:25;-1;;;;;;;;;;;;;;;;;;;;;
