18;10;2718;3645
18;11;2634;3559
18;12;919;1211
18;13;3106;4011
18;14;3018;3951
18;15;2624;3544
18;16;2478;3328
18;17;2679;3617
19;1;2995;3966
19;2;1770;2367
19;3;1714;2290
19;4;1556;2120
19;5;2933;3888
19;6;2804;3770
19;7;1054;1427
19;8;829;1165
19;9;1444;1960
19;10;529;704
19;11;731;1014
19;12;3041;4098
19;13;3544;4717
19;14;3456;4657
19;15;852;1180
19;16;474;645
19;17;627;866
19;18;2198;2976
20;1;2995;3966
20;2;1770;2367
20;3;1714;2290
20;4;1556;2120
20;5;2933;3888
20;6;2804;3770
20;7;1054;1427
20;8;829;1165
20;9;1432;1943
20;10;666;893
20;11;731;1014
20;12;3041;4098
20;13;3544;4717
20;14;3456;4657
20;15;852;1180
20;16;474;645
20;17;627;866
20;18;2198;2976
20;19;0;0
21;1;3876;5155
21;2;2548;3386
21;3;1990;2574
21;4;1724;2359
21;5;3814;5077
21;6;3020;4067
21;7;1744;2355
21;8;231;314
21;9;2266;3063
21;10;982;1263
21;11;586;795
21;12;3005;4035
21;13;4190;5548
21;14;4102;5488
21;15;576;781
21;16;799;1074
21;17;631;852
21;18;2080;2807
21;19;1107;1452
21;20;1107;1452
22;1;2286;2949
22;2;835;1073
22;3;2717;3644
22;4;546;751
22;5;2200;2812
22;6;1750;2343
22;7;0;0
22;8;1629;2253
22;9;637;841
22;10;1527;2086
22;11;1606;2237
22;12;1987;2672
22;13;2533;3320
22;14;2445;3260
22;15;1727;2403
22;16;1349;1868
22;17;1502;2089
22;18;1618;2197
22;19;1041;1427
22;20;1041;1427
22;21;1694;2355
23;1;2851;3570
23;2;1390;1786
23;3;4221;5644
23;4;888;1182
23;5;2622;3280
23;6;508;642
23;7;1504;2001
23;8;2748;3741
23;9;1422;1861
23;10;3031;4086
23;11;3103;4222
23;12;559;727
23;13;2694;3465
23;14;2606;3405
23;15;3093;4208
23;16;2933;3968
23;17;3086;4189
23;18;496;675
23;19;2545;3427
23;20;2545;3427
23;21;2612;3540
23;22;1504;2001
24;1;3976;5126
24;2;2382;3097
24;3;2386;3086
24;4;1509;2028
24;5;3747;4836
24;6;2756;3666
24;7;1734;2310
24;8;627;826
24;9;2306;3086
24;10;1231;1586
24;11;982;1307
24;12;2703;3615
24;13;4058;5293
24;14;3970;5233
24;15;972;1293
24;16;1195;1586
24;17;1027;1364
24;18;1778;2387
24;19;1259;1631
24;20;1259;1631
24;21;406;526
24;22;1734;2310
24;23;2318;3119
25;1;1414;1879
25;2;973;1306
25;3;2579;3472
25;4;1287;1761
25;5;1352;1801
25;6;2224;2911
25;7;785;1069
25;8;2221;3061
25;9;955;1266
25;10;2161;2937
25;11;2226;3057
25;12;2509;3295
25;13;2376;3250
25;14;2393;3256
25;15;2347;3223
25;16;1969;2688
25;17;2122;2909
25;18;2403;3265
25;19;1538;2088
25;20;1538;2088
25;21;2343;3246
25;22;785;1069
25;23;2211;2923
25;24;2432;3315
26;1;7266;9778
26;2;6818;9268
26;3;3904;5323
26;4;6648;9079
26;5;7448;10074
26;6;7852;10671
26;7;6102;8328
26;8;4851;6688
26;9;6480;8844
26;10;4568;6242
26;11;4509;6207
26;12;8046;10992
26;13;8592;11618
26;14;8504;11558
26;15;4662;6420
26;16;4787;6575
26;17;4619;6353
26;18;7121;9764
26;19;5091;6945
26;20;5091;6945
26;21;5072;7001
26;22;6102;8328
26;23;7588;10329
26;24;5468;7513
26;25;6418;8691
27;1;7538;10228
27;2;7183;9780
27;3;4271;5838
27;4;6971;9536
27;5;7739;10518
27;6;8217;11183
27;7;6469;8843
27;8;5216;7200
27;9;6859;9376
27;10;4935;6757
27;11;4874;6719
27;12;8411;11504
27;13;8957;12130
27;14;8869;12070
27;15;5029;6935
27;16;5152;7087
27;17;4986;6868
27;18;7486;10276
27;19;5458;7460
27;20;5456;7457
27;21;5439;7516
27;22;6467;8840
27;23;7953;10841
27;24;5833;8025
27;25;6783;9203
27;26;365;513
28;1;7540;10231
28;2;7183;9780
28;3;4269;5835
28;4;7013;9591
28;5;7741;10521
28;6;8219;11186
28;7;6469;8843
28;8;5218;7203
28;9;6857;9373
28;10;4933;6754
28;11;4876;6722
28;12;8413;11507
28;13;8959;12133
28;14;8871;12073
28;15;5027;6932
28;16;5152;7087
28;17;4986;6868
28;18;7488;10279
28;19;5458;7460
28;20;5458;7460
28;21;5439;7516
28;22;6467;8840
28;23;7953;10841
28;24;5833;8025
28;25;6783;9203
28;26;365;513
28;27;0;0
29;1;7612;10346
29;2;7335;9998
29;3;4421;6053
29;4;7121;9751
29;5;7813;10636
29;6;8369;11401
29;7;6619;9058
29;8;5368;7418
29;9;7009;9591
29;10;5085;6972
29;11;5026;6937
29;12;8563;11722
29;13;9109;12348
29;14;9021;12288
29;15;5179;7150
29;16;5304;7305
29;17;5136;7083
29;18;7638;10494
29;19;5608;7675
29;20;5608;7675
29;21;5589;7731
29;22;6619;9058
29;23;8105;11059
29;24;5985;8243
29;25;6935;9421
29;26;517;730
29;27;151;215
29;28;151;215
30;1;6551;8708
30;2;7366;9707
30;3;4672;6116
30;4;7673;10214
30;5;6752;8998
30;6;8617;11311
30;7;7171;9522
30;8;6191;8328
30;9;7336;9649
30;10;5908;7882
30;11;5849;7847
30;12;8902;11695
30;13;7970;10661
30;14;8181;10947
30;15;6002;8060
30;16;6127;8215
30;17;5959;7993
30;18;8461;11404
30;19;6446;8582
30;20;6446;8582
30;21;6412;8641
30;22;7171;9522
30;23;8657;11523
30;24;6808;9153
30;25;6656;8778
30;26;2513;3227
30;27;2662;3385
30;28;2660;3382
30;29;2367;2952
31;1;5902;7867
31;2;6717;8867
31;3;4023;5276
31;4;7024;9374
31;5;6103;8157
31;6;7968;10471
31;7;6522;8682
31;8;5542;7488
31;9;6687;8809
31;10;5112;6853
31;11;5200;7007
31;12;8253;10855
31;13;7321;9820
31;14;7532;10106
31;15;5353;7220
31;16;5478;7375
31;17;5310;7153
31;18;7812;10564
31;19;5797;7742
31;20;5797;7742
31;21;5763;7801
31;22;6522;8682
31;23;8008;10683
31;24;6159;8313
31;25;6007;7938
31;26;2647;3423
31;27;2796;3581
31;28;2794;3578
31;29;2809;3577
31;30;630;869
32;1;6211;8279
32;2;7026;9278
32;3;4332;5687
32;4;7377;9843
32;5;6412;8569
32;6;8277;10882
32;7;6831;9093
32;8;5851;7899
32;9;6996;9220
32;10;5421;7264
32;11;5509;7418
32;12;8562;11266
32;13;7630;10232
32;14;7841;10518
32;15;5662;7631
32;16;5787;7786
32;17;5619;7564
32;18;8121;10975
32;19;6106;8153
32;20;6106;8153
32;21;6072;8212
32;22;6831;9093
32;23;8317;11094
32;24;6468;8724
32;25;6316;8349
32;26;2521;3244
32;27;2668;3399
32;28;2668;3399
32;29;2477;3137
32;30;298;429
32;31;334;440
33;1;5750;7685
33;2;6565;8685
33;3;3871;5093
33;4;6872;9192
33;5;5951;7975
33;6;7816;10289
33;7;6370;8500
33;8;5390;7305
33;9;6547;8644
33;10;5107;6859
33;11;5048;6824
33;12;8101;10673
33;13;7169;9638
33;14;7380;9924
33;15;5201;7037
33;16;5326;7192
33;17;5158;6970
33;18;7660;10381
33;19;5645;7560
33;20;5645;7560
33;21;5611;7618
33;22;6370;8500
33;23;7856;10501
33;24;6007;8130
33;25;5855;7756
33;26;2644;3449
33;27;2793;3607
33;28;2791;3604
33;29;2876;3689
33;30;728;1039
33;31;129;182
33;32;430;610
34;1;3238;4087
34;2;1698;2217
34;3;4529;6075
34;4;1228;1669
34;5;3009;3797
34;6;586;770
34;7;1812;2432
34;8;2936;3944
34;9;1730;2292
34;10;3339;4517
34;11;3291;4426
34;12;304;386
34;13;3081;3982
34;14;2992;3922
34;15;3281;4411
34;16;3112;4190
34;17;3336;4483
34;18;585;801
34;19;2853;3858
34;20;2853;3858
34;21;2736;3674
34;22;1812;2432
34;23;419;553
34;24;2432;3254
34;25;2506;3312
34;26;7968;10555
34;27;8380;11068
34;28;8380;11068
34;29;8566;11285
34;30;8715;11744
34;31;8128;10904
34;32;8417;11315
34;33;7999;10721
35;1;3386;4371
35;2;1792;2342
35;3;4374;5829
35;4;1322;1794
35;5;3157;4081
35;6;774;1009
35;7;1906;2557
35;8;2768;3708
35;9;1836;2435
35;10;3184;4271
35;11;3123;4190
35;12;492;625
35;13;3250;4232
35;14;3162;4172
35;15;3113;4175
35;16;2944;3954
35;17;3168;4247
35;18;417;565
35;19;2698;3612
35;20;2698;3612
35;21;2568;3438
35;22;1906;2557
35;23;589;787
35;24;2264;3018
35;25;2600;3437
35;26;7800;10319
35;27;8214;10834
35;28;8214;10834
35;29;8398;11049
35;30;8809;11869
35;31;8222;11029
35;32;8511;11440
35;33;8093;10846
35;34;189;238
36;1;2302;2901
36;2;708;872
36;3;3400;4530
36;4;156;192
36;5;2073;2611
36;6;1138;1510
36;7;683;886
36;8;1927;2626
36;9;752;965
36;10;2210;2972
36;11;2282;3107
36;12;1327;1747
36;13;2396;3069
36;14;2308;3009
36;15;2272;3093
36;16;2112;2853
36;17;2265;3074
36;18;1080;1434
36;19;1724;2313
36;20;1724;2313
36;21;1869;2552
36;22;683;886
36;23;826;1077
36;24;1686;2225
36;25;1516;1967
36;26;6869;9137
36;27;7283;9652
36;28;7283;9652
36;29;7467;9867
36;30;7725;10399
36;31;7138;9559
36;32;7427;9970
36;33;7009;9376
36;34;1138;1507
36;35;1220;1633
37;1;1266;1644
37;2;1979;2682
37;3;2945;3995
37;4;2632;3586
37;5;1448;1940
37;6;3301;4357
37;7;2130;2894
37;8;3258;4457
37;9;2020;2695
37;10;2855;3897
37;11;3024;4157
37;12;3586;4741
37;13;2672;3603
37;14;2803;3780
37;15;3166;4343
37;16;2800;3838
37;17;2953;4059
37;18;3542;4726
37;19;2429;3292
37;20;2429;3292
37;21;3479;4771
37;22;2130;2894
37;23;3288;4369
37;24;3620;4922
37;25;1345;1824
37;26;6122;8090
37;27;6505;8560
37;28;6505;8560
37;29;6614;8678
37;30;5240;7075
37;31;4653;6235
37;32;4942;6646
37;33;4524;6052
37;34;3600;4799
37;35;3682;4925
37;36;2586;3455
38;1;1608;1997
38;2;452;575
38;3;3914;5160
38;4;1122;1434
38;5;1379;1706
38;6;1306;1716
38;7;1190;1545
38;8;2837;3847
38;9;787;981
38;10;2724;3602
38;11;2926;3912
38;12;1591;2100
38;13;1352;1775
38;14;1264;1715
38;15;3047;4078
38;16;2669;3543
38;17;2822;3764
38;18;1697;2236
38;19;2238;2943
38;20;2238;2943
38;21;2779;3773
38;22;1190;1545
38;23;1299;1690
38;24;2675;3518
38;25;1373;1773
38;26;7383;9767
38;27;7797;10282
38;28;7795;10280
38;29;7981;10497
38;30;7582;10205
38;31;6995;9365
38;32;7284;9776
38;33;6866;9182
38;34;1685;2208
38;35;1847;2457
38;36;1005;1294
38;37;2429;3181
39;1;2896;3825
39;2;1671;2226
39;3;2048;2693
39;4;1334;1820
39;5;2834;3747
39;6;2582;3470
39;7;832;1127
39;8;808;1126
39;9;1345;1819
39;10;858;1135
39;11;846;1190
39;12;2819;3798
39;13;3334;4405
39;14;3246;4345
39;15;989;1380
39;16;589;821
39;17;742;1042
39;18;1976;2675
39;19;372;476
39;20;372;476
39;21;930;1311
39;22;832;1127
39;23;2318;3128
39;24;1080;1490
39;25;1482;1945
39;26;5517;7300
39;27;5931;7815
39;28;5929;7813
39;29;6115;8030
39;30;6573;8930
39;31;5986;8090
39;32;6275;8501
39;33;5857;7907
39;34;2635;3538
39;35;2447;3300
39;36;1489;2013
39;37;2841;3810
39;38;1982;2630
40;1;2802;3492
40;2;1169;1495
40;3;4059;5416
40;4;699;948
40;5;2573;3202
40;6;864;1115
40;7;1283;1711
40;8;2428;3286
40;9;1201;1570
40;10;2869;3858
40;11;2783;3768
40;12;940;1250
40;13;2645;3387
40;14;2557;3327
40;15;2773;3753
40;16;2629;3541
40;17;2828;3825
40;18;461;640
40;19;2383;3199
40;20;2383;3199
40;21;2228;3016
40;22;1283;1711
40;23;381;523
40;24;1924;2596
40;25;1977;2590
40;26;7460;9897
40;27;7872;10410
40;28;7874;10412
40;29;8058;10627
40;30;8186;11022
40;31;7599;10182
40;32;7888;10593
40;33;7470;9999
40;34;694;939
40;35;678;935
40;36;583;786
40;37;3086;4118
40;38;1293;1612
40;39;2154;2888
41;1;2769;3522
41;2;1175;1493
41;3;3936;5263
41;4;705;946
41;5;2540;3232
41;6;1067;1386
41;7;1289;1709
41;8;2302;3143
41;9;1207;1568
41;10;2746;3705
41;11;2657;3624
41;12;1101;1467
41;13;2737;3536
41;14;2649;3476
41;15;2647;3610
41;16;2506;3388
41;17;2702;3682
41;18;476;653
41;19;2260;3046
41;20;2260;3046
41;21;2225;3005
41;22;1289;1709
41;23;584;794
41;24;1921;2585
41;25;1983;2588
41;26;7334;9754
41;27;7746;10267
41;28;7746;10267
41;29;7932;10484
41;30;8192;11020
41;31;7605;10180
41;32;7894;10591
41;33;7476;9997
41;34;875;1181
41;35;744;1020
41;36;589;784
41;37;3092;4116
41;38;1385;1761
41;39;2031;2735
41;40;197;266
42;1;4439;5921
42;2;3432;4614
42;3;1716;2282
42;4;3072;4226
42;5;4405;5891
42;6;4466;6017
42;7;2716;3674
42;8;1300;1793
42;9;3106;4207
42;10;1182;1587
42;11;1028;1399
42;12;4495;6098
42;13;5206;6964
42;14;5118;6904
42;15;1007;1379
42;16;1284;1748
42;17;1116;1526
42;18;3570;4870
42;19;1705;2291
42;20;1705;2291
42;21;1521;2107
42;22;2716;3674
42;23;4056;5535
42;24;1917;2619
42;25;3053;4089
42;26;4489;5988
42;27;4903;6503
42;28;4903;6503
42;29;5087;6718
42;30;5805;7832
42;31;5218;6992
42;32;5507;7403
42;33;5089;6809
42;34;4240;5740
42;35;4052;5502
42;36;3227;4419
42;37;3687;4899
42;38;3854;5189
42;39;2017;2723
42;40;3729;5078
42;41;3585;4937
43;1;1806;2315
43;2;2054;2712
43;3;5424;7174
43;4;2766;3629
43;5;1689;2158
43;6;2908;3853
43;7;2792;3682
43;8;4439;5984
43;9;2389;3118
43;10;4326;5739
43;11;4528;6049
43;12;3193;4237
43;13;293;361
43;14;466;627
43;15;4649;6215
43;16;4271;5680
43;17;4424;5901
43;18;3299;4373
43;19;3840;5080
43;20;3840;5080
43;21;4381;5910
43;22;2792;3682
43;23;2901;3827
43;24;4277;5655
43;25;2731;3554
43;26;8985;11904
43;27;9399;12419
43;28;9397;12417
43;29;9583;12634
43;30;8235;11039
43;31;7648;10199
43;32;7937;10610
43;33;7519;10016
43;34;3287;4345
43;35;3449;4594
43;36;2607;3431
43;37;2995;3964
43;38;1602;2136
43;39;3582;4767
43;40;2845;3750
43;41;2944;3898
43;42;5489;7327
44;1;2101;2735
44;2;790;1051
44;3;2699;3607
44;4;636;907
44;5;2039;2657
44;6;1860;2537
44;7;133;214
44;8;1706;2363
44;9;464;645
44;10;1509;2049
44;11;1711;2359
44;12;2121;2885
44;13;2564;3401
44;14;2476;3341
44;15;1832;2525
44;16;1454;1990
44;17;1607;2211
44;18;1752;2410
44;19;1023;1390
44;20;1023;1390
44;21;1759;2458
44;22;133;214
44;23;1620;2215
44;24;1809;2499
44;25;687;855
44;26;6168;8214
44;27;6582;8729
44;28;6580;8727
44;29;6766;8944
44;30;6844;9258
44;31;6257;8418
44;32;6546;8829
44;33;6128;8235
44;34;1932;2645
44;35;2014;2771
44;36;791;1100
44;37;2046;2720
44;38;1212;1626
44;39;907;1246
44;40;1405;1924
44;41;1400;1922
44;42;2672;3637
44;43;2805;3763
45;1;1491;1895
45;2;286;386
45;3;3123;4214
45;4;934;1231
45;5;1402;1840
45;6;1535;1999
45;7;871;1170
45;8;2387;3247
45;9;265;329
45;10;2190;2933
45;11;2392;3243
45;12;1820;2383
45;13;2026;2679
45;14;1938;2619
45;15;2513;3409
45;16;2135;2874
45;17;2288;3095
45;18;1776;2368
45;19;1704;2274
45;20;1704;2274
45;21;2463;3374
45;22;871;1170
45;23;1522;2011
45;24;2513;3415
45;25;640;870
45;26;6849;9098
45;27;7261;9611
45;28;7261;9611
45;29;7447;9828
45;30;6849;9302
45;31;6262;8462
45;32;6551;8873
45;33;6133;8279
45;34;1834;2441
45;35;1916;2567
45;36;820;1097
45;37;1749;2398
45;38;674;904
45;39;1588;2130
45;40;1307;1720
45;41;1302;1718
45;42;3353;4521
45;43;2267;3041
45;44;737;956
46;1;4163;5364
46;2;2569;3335
46;3;2417;3125
46;4;1706;2271
46;5;3934;5074
46;6;2969;3936
46;7;1931;2552
46;8;658;865
46;9;2474;3312
46;10;1409;1814
46;11;1013;1346
46;12;2871;3841
46;13;4260;5537
46;14;4172;5477
46;15;1003;1332
46;16;1226;1625
46;17;1058;1403
46;18;1946;2613
46;19;1427;1857
46;20;1427;1857
46;21;430;555
46;22;1931;2552
46;23;2486;3345
46;24;205;282
46;25;2682;3542
46;26;5690;7475
46;27;6102;7988
46;28;6102;7988
46;29;6288;8205
46;30;6880;9193
46;31;6293;8353
46;32;6582;8764
46;33;6164;8170
46;34;2616;3483
46;35;2428;3245
46;36;1861;2463
46;37;3920;5149
46;38;2908;3762
46;39;1304;1717
46;40;2105;2821
46;41;2093;2811
46;42;2008;2658
46;43;4501;5899
46;44;2047;2725
46;45;2741;3640
47;1;2624;3485
47;2;1399;1886
47;3;2027;2699
47;4;1205;1652
47;5;2562;3407
47;6;2453;3302
47;7;703;959
47;8;1051;1462
47;9;1073;1479
47;10;837;1141
47;11;1039;1451
47;12;2690;3630
47;13;3173;4236
47;14;3085;4176
47;15;1160;1617
47;16;782;1082
47;17;935;1303
47;18;1847;2508
47;19;351;481
47;20;351;481
47;21;1173;1647
47;22;703;959
47;23;2189;2960
47;24;1323;1826
47;25;1210;1605
47;26;5496;7306
47;27;5908;7819
47;28;5908;7819
47;29;6094;8036
47;30;6552;8936
47;31;5965;8096
47;32;6254;8507
47;33;5836;7913
47;34;2501;3390
47;35;2318;3133
47;36;1360;1845
47;37;2569;3470
47;38;1821;2461
47;39;258;355
47;40;2008;2720
47;41;1857;2568
47;42;2000;2728
47;43;3414;4598
47;44;665;906
47;45;1328;1789
47;46;1488;2052
48;1;3031;4031
48;2;2285;3067
48;3;1163;1533
48;4;2071;2820
48;5;2997;4001
48;6;3319;4470
48;7;1569;2127
48;8;1158;1629
48;9;1959;2660
48;10;728;994
48;11;816;1148
48;12;3556;4798
48;13;4059;5417
48;14;3971;5357
48;15;958;1334
48;16;673;933
48;17;826;1154
48;18;2713;3676
48;19;583;773
48;20;583;773
48;21;1379;1942
48;22;1569;2127
48;23;3055;4128
48;24;1775;2454
48;25;1645;2199
48;26;4877;6467
48;27;5291;6982
48;28;5289;6980
48;29;5475;7197
48;30;5688;7770
48;31;5101;6930
48;32;5390;7341
48;33;4972;6747
48;34;3367;4558
48;35;3184;4301
48;36;2226;3013
48;37;2279;3008
48;38;2707;3642
48;39;870;1176
48;40;2874;3888
48;41;2723;3736
48;42;1381;1890
48;43;4300;5779
48;44;1551;2087
48;45;2214;2970
48;46;1803;2494
48;47;886;1181
49;1;3099;3895
49;2;1478;1910
49;3;3772;5012
49;4;1008;1363
49;5;2870;3605
49;6;1161;1518
49;7;1493;2002
49;8;2141;2882
49;9;1522;2003
49;10;2719;3644
49;11;2496;3364
49;12;1139;1525
49;13;2942;3790
49;14;2854;3730
49;15;2486;3349
49;16;2342;3137
49;17;2541;3421
49;18;224;309
49;19;2096;2795
49;20;2096;2795
49;21;1941;2612
49;22;1493;2002
49;23;678;927
49;24;1637;2192
49;25;2365;3070
49;26;7173;9493
49;27;7585;10006
49;28;7585;10006
49;29;7771;10223
49;30;8297;11249
49;31;7710;10409
49;32;7999;10820
49;33;7581;10226
49;34;834;1112
49;35;646;874
49;36;892;1201
49;37;3395;4533
49;38;1590;2015
49;39;1867;2484
49;40;297;403
49;41;303;416
49;42;3491;4675
49;43;3183;4152
49;44;1678;2215
49;45;1646;2135
49;46;1802;2418
49;47;1766;2327
49;48;2621;3495
50;1;2746;3651
50;2;2127;2825
50;3;1339;1806
50;4;2022;2743
50;5;2712;3621
50;6;3270;4393
50;7;1520;2050
50;8;1326;1829
50;9;1801;2419
50;10;923;1269
50;11;1092;1529
50;12;3507;4721
50;13;3736;5070
50;14;3753;5076
50;15;1234;1715
50;16;868;1210
50;17;1021;1431
50;18;2664;3600
50;19;497;664
50;20;497;664
50;21;1547;2143
50;22;1520;2050
50;23;3006;4051
50;24;1688;2294
50;25;1360;1819
50;26;5153;6848
50;27;5565;7361
50;28;5565;7361
50;29;5751;7578
50;30;5864;8043
50;31;5277;7203
50;32;5566;7614
50;33;5148;7020
50;34;3318;4481
50;35;3135;4225
50;36;2177;2936
50;37;1994;2628
50;38;2549;3400
50;39;852;1140
50;40;2825;3812
50;41;2674;3660
50;42;1657;2271
50;43;3977;5431
50;44;1437;1899
50;45;1923;2561
50;46;1853;2520
50;47;856;1146
50;48;276;380
50;49;2528;3409
51;1;2523;3249
51;2;1058;1341
51;3;2954;3944
51;4;332;450
51;5;2423;3080
51;6;1584;2100
51;7;237;300
51;8;1542;2125
51;9;886;1159
51;10;1764;2386
51;11;1897;2606
51;12;1773;2371
51;13;2693;3497
51;14;2605;3437
51;15;1887;2592
51;16;1586;2168
51;17;1739;2389
51;18;1404;1896
51;19;1278;1727
51;20;1278;1727
51;21;1484;2051
51;22;237;300
51;23;1272;1701
51;24;1534;2092
51;25;1109;1369
51;26;6423;8551
51;27;6835;9064
51;28;6835;9064
51;29;7021;9281
51;30;7266;9772
51;31;6679;8932
51;32;6968;9343
51;33;6550;8749
51;34;1584;2131
51;35;1666;2257
51;36;443;585
51;37;2468;3234
51;38;1341;1722
51;39;1058;1427
51;40;1057;1410
51;41;1052;1408
51;42;2927;3974
51;43;2934;3859
51;44;422;514
51;45;1141;1469
51;46;1699;2318
51;47;948;1259
51;48;1803;2427
51;49;1266;1701
51;50;1777;2391
52;1;3786;5036
52;2;2777;3727
52;3;1061;1395
52;4;2563;3480
52;5;3750;5004
52;6;3811;5130
52;7;2061;2787
52;8;810;1146
52;9;2451;3320
52;10;527;700
52;11;468;665
52;12;4005;5450
52;13;4551;6077
52;14;4463;6017
52;15;616;879
52;16;746;1033
52;17;578;811
52;18;3080;4222
52;19;1050;1404
52;20;1050;1404
52;21;1033;1461
52;22;2063;2789
52;23;3547;4788
52;24;1427;1971
52;25;2400;3204
52;26;4184;5519
52;27;4596;6032
52;28;4598;6034
52;29;4782;6249
52;30;5372;7235
52;31;4785;6395
52;32;5074;6806
52;33;4656;6212
52;34;3752;5094
52;35;3564;4856
52;36;2718;3673
52;37;3034;4014
52;38;3201;4304
52;39;1362;1836
52;40;3241;4432
52;41;3095;4289
52;42;635;884
52;43;4792;6439
52;44;2045;2749
52;45;2708;3632
52;46;1455;2011
52;47;1380;1843
52;48;755;1005
52;49;2942;4027
52;50;1040;1386
52;51;2277;3089
53;1;2871;3826
53;2;2255;3037
53;3;1207;1631
53;4;2058;2798
53;5;2837;3796
53;6;3306;4448
53;7;1556;2105
53;8;1302;1835
53;9;1929;2630
53;10;872;1198
53;11;960;1354
53;12;3543;4776
53;13;3861;5245
53;14;3941;5327
53;15;1102;1540
53;16;817;1139
53;17;970;1360
53;18;2700;3655
53;19;533;719
53;20;533;719
53;21;1523;2148
53;22;1556;2105
53;23;3042;4106
53;24;1724;2349
53;25;1485;1994
53;26;5021;6673
53;27;5433;7186
53;28;5433;7186
53;29;5619;7403
53;30;5732;7868
53;31;5145;7028
53;32;5434;7439
53;33;5016;6845
53;34;3354;4536
53;35;3171;4280
53;36;2213;2991
53;37;2119;2803
53;38;2677;3612
53;39;888;1195
53;40;2861;3867
53;41;2710;3715
53;42;1525;2096
53;43;4102;5606
53;44;1521;2057
53;45;2048;2736
53;46;1947;2700
53;47;892;1201
53;48;145;206
53;49;2564;3464
53;50;125;175
53;51;1770;2405
53;52;890;1211
54;1;2332;2921
54;2;738;892
54;3;3549;4714
54;4;323;398
54;5;2103;2631
54;6;980;1310
54;7;850;1091
54;8;2094;2831
54;9;782;985
54;10;2377;3177
54;11;2449;3312
54;12;1265;1694
54;13;2238;2869
54;14;2150;2809
54;15;2439;3298
54;16;2279;3058
54;17;2432;3279
54;18;1096;1459
54;19;1873;2497
54;20;1873;2497
54;21;2018;2736
54;22;850;1091
54;23;824;1081
54;24;1834;2424
54;25;1546;1987
54;26;7036;9342
54;27;7448;9855
54;28;7430;9834
54;29;7634;10072
54;30;7755;10419
54;31;7168;9579
54;32;7457;9990
54;33;7039;9396
54;34;1154;1532
54;35;1218;1637
54;36;151;184
54;37;2637;3494
54;38;886;1094
54;39;1671;2218
54;40;627;811
54;41;604;788
54;42;3540;4765
54;43;2479;3231
54;44;1035;1305
54;45;906;1117
54;46;1999;2651
54;47;1561;2050
54;48;2416;3218
54;49;924;1229
54;50;2372;3161
54;51;613;790
54;52;2903;3878
54;53;2433;3237
55;1;3475;4626
55;2;2250;3027
55;3;1560;2057
