1;0;104;0;60;1
1;0;1;60;120;5
1;0;5;120;180;111
1;0;111;180;240;94
1;0;94;240;300;64
1;0;64;300;420;107
1;0;107;420;540;97
1;0;97;540;600;23
1;0;23;600;660;75
1;0;75;660;780;98
1;0;98;780;840;35
1;0;35;840;900;34
1;0;34;900;960;96
1;0;96;960;1020;12
1;0;12;1020;1080;6
1;1;6;2400;2460;66
1;1;66;2460;2580;107
1;1;107;2580;2700;123
1;1;123;2700;2760;2
1;1;2;2760;2820;94
1;1;94;2820;2880;111
1;1;111;2880;2940;5
1;1;5;2940;3000;1
1;1;1;3000;3120;104
1;2;104;18000;18060;1
1;2;1;18060;18120;5
1;2;5;18120;18180;111
1;2;111;18180;18240;94
1;2;94;18240;18300;64
1;2;64;18300;18360;107
1;2;107;18360;18420;97
1;2;97;18420;18480;23
1;2;23;18480;18540;75
1;2;75;18540;18660;98
1;2;98;18660;18720;35
1;2;35;18720;18780;34
1;2;34;18780;18780;96
1;2;96;18780;18840;12
1;2;12;18840;18900;6
1;2;6;18900;18960;66
1;2;66;18960;19020;107
1;2;107;19020;19080;64
1;2;64;19080;19140;94
1;2;94;19140;19200;111
1;2;111;19200;19260;5
1;2;5;19260;19320;1
1;2;1;19320;19380;104
1;3;104;19380;19440;1
1;3;1;19440;19500;5
1;3;5;19500;19560;111
1;3;111;19560;19620;94
1;3;94;19620;19680;64
1;3;64;19680;19740;107
1;3;107;19740;19800;97
1;3;97;19800;19860;23
1;3;23;19860;19920;75
1;3;75;19920;20040;98
1;3;98;20040;20100;35
1;3;35;20100;20160;34
1;3;34;20160;20160;96
1;3;96;20160;20220;12
1;3;12;20220;20280;6
1;3;6;21240;21300;66
1;3;66;21300;21360;107
1;3;107;21360;21420;64
1;3;64;21420;21480;94
1;3;94;21480;21540;111
1;3;111;21540;21600;5
1;3;5;21600;21660;1
1;3;1;21660;21720;104
1;4;104;21120;21180;1
1;4;1;21180;21240;5
1;4;5;21240;21300;111
1;4;111;21300;21360;94
1;4;94;21360;21420;64
1;4;64;21420;21480;107
1;4;107;21480;21540;97
1;4;97;21540;21600;23
1;4;23;21600;21660;75
1;4;75;21660;21780;98
1;4;98;21780;21840;35
1;4;35;21840;21900;34
1;4;34;21900;21900;96
1;4;96;21900;21960;12
1;4;12;21960;22020;6
1;4;6;22560;22620;66
1;4;66;22620;22680;107
1;4;107;22680;22740;64
1;4;64;22740;22800;94
1;4;94;22800;22860;111
1;4;111;22860;22920;5
1;4;5;22920;22980;1
1;4;1;22980;23040;104
1;5;104;22200;22260;1
1;5;1;22260;22320;5
1;5;5;22320;22380;111
1;5;111;22380;22440;94
1;5;94;22440;22500;64
1;5;64;22500;22560;107
1;5;107;22560;22620;97
1;5;97;22620;22680;23
1;5;23;22680;22740;75
1;5;75;22740;22860;98
1;5;98;22860;22920;35
1;5;35;22920;22980;34
1;5;34;22980;22980;96
1;5;96;22980;23040;12
1;5;12;23040;23100;6
1;5;6;23460;23520;66
1;5;66;23520;23580;107
1;5;107;23580;23640;64
1;5;64;23640;23700;94
1;5;94;23700;23760;111
1;5;111;23760;23820;5
1;5;5;23820;23880;1
1;5;1;23880;23940;104
1;6;104;22920;22980;1
1;6;1;22980;23040;5
1;6;5;23040;23100;111
1;6;111;23100;23160;94
1;6;94;23160;23220;64
1;6;64;23220;23280;107
1;6;107;23280;23340;97
1;6;97;23340;23400;23
1;6;23;23400;23460;75
1;6;75;23460;23580;98
1;6;98;23580;23640;35
1;6;35;23640;23700;34
1;6;34;23700;23700;96
1;6;96;23700;23760;12
1;6;12;23760;23820;6
1;6;6;24180;24240;66
1;6;66;24240;24300;107
1;6;107;24300;24360;64
1;6;64;24360;24420;94
1;6;94;24420;24480;111
1;6;111;24480;24540;5
1;6;5;24540;24600;1
1;6;1;24600;24660;104
1;7;104;24000;24120;1
1;7;1;24120;24180;5
1;7;5;24180;24300;111
1;7;111;24300;24360;94
1;7;94;24360;24420;64
1;7;64;24420;24540;107
